date,Product,Sales,Price Discount,In-Store Promo,Catalogue Promo,Store End Promo,Google_Mobility,Covid_Flag,V_DAY,EASTER,CHRISTMAS
2017-11-19,SKU4,8994,0.2,1,0,1,0.0,0,0,0,0
2017-11-26,SKU4,14023,0.3,0,1,1,0.0,0,0,0,0
2017-12-03,SKU4,20914,0.4,1,0,1,0.0,0,0,0,1
2017-12-10,SKU4,4248,0.0,1,0,1,0.0,0,0,0,0
2017-12-17,SKU4,13159,0.3,1,0,0,0.0,0,0,0,0
2017-12-24,SKU4,10487,0.3,1,0,1,0.0,0,0,0,0
2017-12-31,SKU4,2960,0.0,1,0,0,0.0,0,0,0,0
2018-01-07,SKU4,18647,0.4,1,0,1,0.0,0,0,0,0
2018-01-14,SKU4,3583,0.02,0,1,0,0.0,0,0,0,0
2018-01-21,SKU4,19773,0.4,1,0,1,0.0,0,0,0,0
2018-01-28,SKU4,4057,0.0,1,0,0,0.0,0,0,0,0
2018-02-04,SKU4,21229,0.4,1,0,1,0.0,0,0,0,0
2018-02-11,SKU4,4306,0.0,0,1,1,0.0,0,1,0,0
2018-02-18,SKU4,21451,0.4,1,0,0,0.0,0,0,0,0
2018-02-25,SKU4,22091,0.4,1,0,1,0.0,0,0,0,0
2018-03-04,SKU4,4422,0.02,0,1,0,0.0,0,0,0,0
2018-03-11,SKU4,24597,0.4,1,0,1,0.0,0,0,0,0
2018-03-18,SKU4,4604,0.02,0,1,0,0.0,0,0,0,0
2018-03-25,SKU4,25200,0.4,1,0,1,0.0,0,0,0,0
2018-04-01,SKU4,4140,0.02,1,0,0,0.0,0,0,0,0
2018-04-08,SKU4,19161,0.4,1,0,1,0.0,0,0,1,0
2018-04-15,SKU4,3754,0.02,1,0,0,0.0,0,0,0,0
2018-04-22,SKU4,24056,0.4,1,0,1,0.0,0,0,0,0
2018-04-29,SKU4,10289,0.2,0,1,0,0.0,0,0,0,0
2018-05-06,SKU4,25115,0.4,1,0,0,0.0,0,0,0,0
2018-05-13,SKU4,24208,0.4,1,0,1,0.0,0,0,0,0
2018-05-20,SKU4,24612,0.4,1,0,1,0.0,0,0,0,0
2018-05-27,SKU4,4970,0.02,1,0,1,0.0,0,0,0,0
2018-06-03,SKU4,12454,0.2,0,1,1,0.0,0,0,0,0
2018-06-10,SKU4,72261,0.5,1,0,1,0.0,0,0,0,0
2018-06-17,SKU4,12202,0.22,1,0,1,0.0,0,0,0,0
2018-06-24,SKU4,24918,0.4,1,0,1,0.0,0,0,0,0
2018-07-01,SKU4,12293,0.2,0,1,1,0.0,0,0,0,0
2018-07-08,SKU4,28282,0.4,1,0,1,0.0,0,0,0,0
2018-07-15,SKU4,6117,0.0,0,1,0,0.0,0,0,0,0
2018-07-22,SKU4,20461,0.4,1,0,1,0.0,0,0,0,0
2018-07-29,SKU4,5392,0.02,1,0,0,0.0,0,0,0,0
2018-08-05,SKU4,12400,0.2,1,0,1,0.0,0,0,0,0
2018-08-12,SKU4,5043,0.02,0,1,1,0.0,0,0,0,0
2018-08-19,SKU4,25732,0.4,1,0,1,0.0,0,0,0,0
2018-08-26,SKU4,5086,0.02,1,0,0,0.0,0,0,0,0
2018-09-02,SKU4,23667,0.4,1,0,1,0.0,0,0,0,0
2018-09-09,SKU4,4753,0.02,1,0,0,0.0,0,0,0,0
2018-09-16,SKU4,22977,0.4,1,0,1,0.0,0,0,0,0
2018-09-23,SKU4,20826,0.4,0,1,1,0.0,0,0,0,0
2018-09-30,SKU4,66114,0.5,1,0,1,0.0,0,0,0,0
2018-10-07,SKU4,5293,0.1,0,1,0,0.0,0,0,0,0
2018-10-14,SKU4,25266,0.4,1,0,1,0.0,0,0,0,0
2018-10-21,SKU4,4596,0.02,0,1,1,0.0,0,0,0,0
2018-10-28,SKU4,22940,0.4,1,0,1,0.0,0,0,0,0
2018-11-04,SKU4,4039,0.02,0,1,0,0.0,0,0,0,0
2018-11-11,SKU4,22262,0.4,1,0,1,0.0,0,0,0,0
2018-11-18,SKU4,4081,0.02,0,1,0,0.0,0,0,0,0
2018-11-25,SKU4,23852,0.4,1,0,1,0.0,0,0,0,0
2018-12-02,SKU4,3719,0.02,1,0,1,0.0,0,0,0,1
2018-12-09,SKU4,19795,0.4,1,0,1,0.0,0,0,0,0
2018-12-16,SKU4,3759,0.02,1,0,1,0.0,0,0,0,0
2018-12-23,SKU4,3332,0.0,1,0,0,0.0,0,0,0,0
2018-12-30,SKU4,5042,0.2,0,1,0,0.0,0,0,0,0
2019-01-06,SKU4,16712,0.42,1,0,1,0.0,0,0,0,0
2019-01-13,SKU4,3133,0.02,0,1,0,0.0,0,0,0,0
2019-01-20,SKU4,17667,0.4,1,0,1,0.0,0,0,0,0
2019-01-27,SKU4,3308,0.02,0,1,0,0.0,0,0,0,0
2019-02-03,SKU4,19564,0.4,1,0,1,0.0,0,0,0,0
2019-02-10,SKU4,3789,0.03,1,0,1,0.0,0,1,0,0
2019-02-17,SKU4,63842,0.5,1,0,1,0.0,0,0,0,0
2019-02-24,SKU4,19642,0.4,0,1,1,0.0,0,0,0,0
2019-03-03,SKU4,22114,0.4,1,0,1,0.0,0,0,0,0
2019-03-10,SKU4,5266,0.08,0,1,1,0.0,0,0,0,0
2019-03-17,SKU4,27690,0.4,1,0,1,0.0,0,0,0,0
2019-03-24,SKU4,7666,0.24,0,1,0,0.0,0,0,0,0
2019-03-31,SKU4,23530,0.4,1,0,1,0.0,0,0,0,0
2019-04-07,SKU4,6276,0.23,0,1,0,0.0,0,0,1,0
2019-04-14,SKU4,25614,0.45,1,0,1,0.0,0,0,0,0
2019-04-21,SKU4,4240,0.07,0,1,1,0.0,0,0,0,0
2019-04-28,SKU4,18035,0.4,1,0,1,0.0,0,0,0,0
2019-05-05,SKU4,4415,0.22,0,1,0,0.0,0,0,0,0
2019-05-12,SKU4,20849,0.42,1,0,1,0.0,0,0,0,0
2019-05-19,SKU4,9098,0.38,0,1,0,0.0,0,0,0,0
2019-05-26,SKU4,17578,0.48,1,0,0,0.0,0,0,0,0
2019-06-02,SKU4,5012,0.36,0,1,0,0.0,0,0,0,0
2019-06-09,SKU4,59637,0.54,1,0,0,0.0,0,0,0,0
2019-06-16,SKU4,11764,0.43,0,1,0,0.0,0,0,0,0
2019-06-23,SKU4,19576,0.47,1,0,1,0.0,0,0,0,0
2019-06-30,SKU4,9155,0.38,1,0,1,0.0,0,0,0,0
2019-07-07,SKU4,17401,0.45,1,0,1,0.0,0,0,0,0
2019-07-14,SKU4,4844,0.32,0,1,0,0.0,0,0,0,0
2019-07-21,SKU4,22481,0.46,1,0,1,0.0,0,0,0,0
2019-07-28,SKU4,4825,0.22,0,1,1,0.0,0,0,0,0
2019-08-04,SKU4,21721,0.47,1,0,1,0.0,0,0,0,0
2019-08-11,SKU4,5374,0.25,0,1,1,0.0,0,0,0,0
2019-08-18,SKU4,64115,0.55,1,0,1,0.0,0,0,0,0
2019-08-25,SKU4,9409,0.42,0,1,0,0.0,0,0,0,0
2019-09-01,SKU4,19481,0.48,1,0,1,0.0,0,0,0,0
2019-09-08,SKU4,4385,0.34,1,0,0,0.0,0,0,0,0
2019-09-15,SKU4,17385,0.38,1,0,1,0.0,0,0,0,0
2019-09-22,SKU4,5100,0.34,0,1,1,0.0,0,0,0,0
2019-09-29,SKU4,56430,0.49,1,0,1,0.0,0,0,0,0
2019-10-06,SKU4,9544,0.42,0,1,1,0.0,0,0,0,0
2019-10-13,SKU4,21822,0.37,1,0,1,0.0,0,0,0,0
2019-10-20,SKU4,4550,0.2,0,1,0,0.0,0,0,0,0
2019-10-27,SKU4,21013,0.53,1,0,1,0.0,0,0,0,0
2019-11-03,SKU4,4254,0.34,0,1,1,0.0,0,0,0,0
2019-11-10,SKU4,54996,0.43,1,0,1,0.0,0,0,0,0
2019-11-17,SKU4,8645,0.24,0,1,0,0.0,0,0,0,0
2019-11-24,SKU4,19749,0.22,1,0,1,0.0,0,0,0,0
2019-12-01,SKU4,4056,0.08,0,1,1,0.0,0,0,0,1
2019-12-08,SKU4,20011,0.32,1,0,1,0.0,0,0,0,0
2019-12-15,SKU4,8178,0.12,1,0,1,0.0,0,0,0,0
2019-12-22,SKU4,9285,0.2,1,0,0,0.0,0,0,0,0
2019-12-29,SKU4,5153,0.2,0,1,0,0.0,0,0,0,0
2020-01-05,SKU4,16152,0.22,1,0,1,0.0,0,0,0,0
2020-01-12,SKU4,3792,0.05,0,1,0,0.0,0,0,0,0
2020-01-19,SKU4,19561,0.7,1,0,1,0.0,0,0,0,0
2020-01-26,SKU4,3721,0.51,0,1,1,0.0,0,0,0,0
2020-02-02,SKU4,18078,0.37,1,0,1,0.0,0,0,0,0
2020-02-09,SKU4,4218,0.51,0,1,1,2.36,1,0,0,0
2020-02-16,SKU4,58091,0.27,1,0,1,3.3,1,1,0,0
2020-02-23,SKU4,8486,0.62,0,1,0,3.9,1,0,0,0
2020-03-01,SKU4,21180,0.51,1,0,1,3.81,1,0,0,0
2020-03-08,SKU4,4306,0.51,0,1,0,3.01,1,0,0,0
2020-03-15,SKU4,32133,0.7,1,0,1,0.26,1,0,0,0
2020-03-22,SKU4,6538,0.51,0,0,0,-15.7,1,0,0,0
2020-03-29,SKU4,9592,0.5,1,0,1,-26.63,1,0,0,0
2020-04-05,SKU4,8224,0.5,0,1,0,-28.49,1,0,0,0
2020-04-12,SKU4,26823,0.7,1,0,0,-27.3,1,0,1,0
2020-04-19,SKU4,5342,0.52,0,1,1,-24.28,1,0,0,0
2020-04-26,SKU4,20558,0.65,1,0,0,-22.58,1,0,0,0
2020-05-03,SKU4,6665,0.51,0,0,0,-18.18,1,0,0,0
2020-05-10,SKU4,26698,0.7,0,0,0,-15.91,1,0,0,0
2020-05-17,SKU4,6215,0.52,0,0,0,-15.27,1,0,0,0
2020-05-24,SKU4,23484,0.7,0,0,0,-13.24,1,0,0,0
2020-05-31,SKU4,6262,0.51,1,0,1,-10.86,1,0,0,0
2020-06-07,SKU4,27221,0.7,1,0,1,-10.13,1,0,0,0
2020-06-14,SKU4,6878,0.51,1,0,1,-8.68,1,0,0,0
2020-06-21,SKU4,29993,0.7,1,0,1,-8.57,1,0,0,0
2020-06-28,SKU4,7661,0.51,1,0,0,-7.5,1,0,0,0
2020-07-05,SKU4,24787,0.66,1,0,1,-8.04,1,0,0,0
2020-07-12,SKU4,7403,0.51,0,1,1,-9.36,1,0,0,0
2020-07-19,SKU4,76346,0.75,1,0,0,-8.77,1,0,0,0
2020-07-26,SKU4,13391,0.58,1,0,0,-9.93,1,0,0,0
2020-08-02,SKU4,25496,0.65,1,0,0,-11.65,1,0,0,0
2020-08-09,SKU4,8126,0.51,1,0,1,-13.23,1,0,0,0
2020-08-16,SKU4,81301,0.75,1,0,1,-20.35,1,0,0,0
2020-08-23,SKU4,21752,0.66,1,0,1,-19.41,1,0,0,0
2020-08-30,SKU4,21743,0.65,1,0,1,-18.83,1,0,0,0
2020-09-06,SKU4,7557,0.51,0,1,0,-16.44,1,0,0,0
2020-09-13,SKU4,23086,0.65,1,0,1,-7.28,1,0,0,0
2020-09-20,SKU4,6972,0.51,1,0,1,-9.87,1,0,0,0
2020-09-27,SKU4,24960,0.65,1,0,1,-7.79,1,0,0,0
2020-10-04,SKU4,22119,0.65,0,1,1,-9.73,1,0,0,0
2020-10-11,SKU4,24923,0.65,1,0,1,-7.39,1,0,0,0
2020-10-18,SKU4,6619,0.51,0,1,0,-7.56,1,0,0,0
2020-10-25,SKU4,22889,0.65,1,0,1,-8.39,1,0,0,0
2020-11-01,SKU4,5353,0.51,1,0,1,-7.43,1,0,0,0
2020-11-08,SKU4,21558,0.65,1,0,0,-5.95,1,0,0,0
2020-11-15,SKU4,5924,0.51,0,1,1,-7.2,1,0,0,0
2020-11-22,SKU4,0,0.75,1,0,0,-5.96,1,0,0,0
2020-11-29,SKU4,0,0.6,0,1,0,-5.3,1,0,0,0
2020-12-06,SKU4,0,0.61,1,0,0,-4.38,1,0,0,0
2020-12-13,SKU4,0,0.6,0,1,0,-4.74,1,0,0,0
2020-12-20,SKU4,0,0.62,0,1,0,-10.27,1,0,0,1
2020-12-27,SKU4,0,0.62,1,0,1,-6.95,1,0,0,0
